HIGH_CH,DIAB,OBES,PHY_IA,SMOKE,DEATH
36.9,10.5,33.6,24.9,22,366.1
35.4,10.6,34.9,28.9,22.4,407.7
37.2,11,39.6,22.3,21.5,446.7
32.8,10.5,34.1,24.6,19.6,315.2
37.5,7.6,31.6,24.6,20.5,373
33,9.7,29,22.7,17.9,330.7
34.8,12,39.1,24.8,22.6,315.8
37.5,11.8,35.7,26,22.9,355.9
35.2,11.1,33.9,29.8,21.5,330.4
37.8,8.9,31.2,24.5,21.8,350.9
41.4,8.9,29.7,17.4,18.6,315.2
36.6,9,33.6,24.7,23.3,342.8
30.9,10.9,36.2,25.1,19.8,351.6
36.6,12,35.9,27.2,20.8,344.4
33.5,11.1,36.7,23.5,19.7,280
34.6,9,31.5,21.4,18.8,264
33.5,8.1,30.7,19.9,17.3,255.4
36.4,10.4,35.3,27.6,21.6,362.8
33.9,11.8,32.1,26.5,21.4,405.8
34.1,12.2,33.8,23.6,19.4,335.2
32.9,10,31.3,20.4,16.4,285.9
34.5,8.7,31.3,20.3,16.9,257.3
33.3,8.3,28.4,26,16.8,306.1
36.2,13.5,36.7,31,23.6,364.1
34.8,9.5,36.2,24.6,22.6,346.7
35.3,7.6,28.8,21.3,17.8,323.1
34.1,9.8,28.6,24.6,18.2,470.3
36.4,10.2,35.3,27.4,20.2,346.4
35.3,9.7,35.2,24.1,20.6,311.1
37.1,9,31.7,24.5,20.4,311.9
35.5,11.2,38.5,28.5,22.6,292.7
37.1,11.3,34.7,24.4,19.7,347
36.5,9.6,36.1,28,23.1,329.4
37.3,9.6,31.4,22.5,19.9,305.9
27.7,6.5,23.2,14.7,14.8,253.1
35,7.9,29.4,19,17.1,319.8
37.1,11,37.4,29.3,21.7,288.7
35.5,10,37.6,25.4,22.2,329.7
36.8,11.3,31.1,27.3,17,279.5
31.6,8.8,27.4,19.2,15.5,319.5
33.7,12.4,28.4,29.8,18.1,398.9
37,7.3,25.8,20.8,18.6,318.4
33.7,8.1,27.7,19.4,14.9,332.8
35.9,8.6,29.9,22,17.4,282.3
31.2,9.5,23.8,23.9,15.4,406
34.3,7,23.6,19.4,11.5,361
29.7,6.6,15.7,16.8,12,267.3
33.2,5.6,22.8,18.8,14.3,313.5
34.1,10.2,24.1,27.4,14,353.6
33.4,8.8,29.7,20.5,19.7,337.6
34.7,7.4,22.8,23.7,13.8,286.2
32.1,7.6,27.2,17.1,17,279.3
32.8,10.2,31.4,20.8,16.5,341.5
34.8,7.7,25.5,20.8,14.3,332.2
36.3,7.5,30,20.8,19.4,294.7
36.9,11.7,35.6,24.7,23.4,352.8
34,6.7,21.2,18.8,12.1,279.1
33.2,10,35.8,27,20.7,314.1
41.8,8.8,31.4,28.6,20,354.5
39.7,15.1,38.3,26.2,23,314.4
42.8,9.7,30.4,21.2,22.9,313.1
41.9,10.6,25.9,28.8,20.2,307.8
38.9,10.1,24.4,28.3,21.5,340.3
35.5,7,24,16.7,17.3,293
39.3,6.6,36.2,23.6,22.2,322.5
39.5,13.8,38.1,28.3,23.8,350.8
36.6,10.8,31.6,25,19.6,309.7
42.6,3.5,26.7,28.5,19.7,318.5
38.2,12.3,36.9,27.1,22.7,383.9
36,9.5,28.4,26.8,22,338.9
41.5,4.8,40.6,22.4,23.6,333.9
39,8.7,33.1,22.7,19.2,316.6
38.3,8.4,29.4,20.3,16.8,274
36.6,10.2,35.1,21.4,18.8,299.3
35.1,9,28.6,27.8,19.6,295.4
38,7.8,31.6,20.9,21,284
39.7,9.8,39.8,27.9,22.5,313
42.2,11.4,31.7,21.1,18.2,289.3
39.2,5.4,32.1,22.2,20.1,336.7
33.5,8.3,28.7,17.8,15.3,244
40.9,9.3,28.7,18.3,20.3,403.9
42,11.1,32.9,24,15.7,293.5
40.5,11.9,32.4,23.9,22.2,353.4
40.8,9.1,29,29.3,22.4,310.9
38.4,10.9,28,21.7,26,376.8
41.8,9.6,25,26.6,17.9,258.4
32.8,7.4,20.8,16.8,18,283.8
40.4,13.9,38.7,28.4,23,323.3
39.7,9.6,33.7,20.8,22,313.3
41.5,12.3,25,23.9,21.4,312
36.9,9.2,37,22.6,20,328.5
37.7,11.6,40.7,36.6,24.1,404.9
39.9,7.3,44.3,28.8,20.1,334.5
39.6,19,45.5,29.6,22.8,346.5
40,19.6,49.1,29.6,23.4,370.3
41.6,10.2,31,22.4,17.1,258.6
34.1,11.2,33.4,26.2,18.8,297.4
36.7,8.7,35.5,22.2,19.8,359.9
40.4,11.1,33.9,21.7,17.8,328
39.6,12.4,22.8,14.5,22.1,359.9
39.1,8.7,26.6,17.5,15.5,216.8
40.6,13.5,45.2,23.5,20.6,358.3
39.3,16.9,45.2,30.5,24.8,454.8
35.5,11.7,30.3,19.8,18.3,337.8
31,12.3,32.1,24.8,19.1,344.8
36.5,8.8,29.4,24.2,19.5,365.2
38.1,9.1,28.1,21.3,16.6,266.2
37.1,13.6,35.7,24.4,21.2,326.5
38.9,9.4,37.3,23,19.1,281
40.2,13.7,35.1,33.2,24.4,325.8
32.1,7.2,28.3,18.4,15.3,237.4
38.9,16.7,40,30.5,24.1,389.5
35.4,10.1,33.5,23.3,18.1,278.7
37.2,10,40.6,25.8,20.6,315.2
38.6,12.7,48.1,33.9,20.2,352.7
36.9,10.2,36.4,31.7,20.5,281.3
37.8,13.5,29,26.2,24.7,333.7
34.3,10.1,34.5,20.1,18,260.6
40,20.2,42.1,30.2,24.5,364.6
34.9,14.6,34.7,24.8,20.6,320.7
37.4,22.4,48.2,41,22.3,325.9
33.3,12.9,36.5,32.2,23.1,353.6
39.1,16.6,33.8,33.2,23,312.3
36,11.4,34.4,25.1,20.4,319.3
40.8,24.7,41.7,23.7,23.2,328.4
36.3,9.4,35,24.5,20.5,302.2
39.6,12.8,37.3,27,22.9,446.9
41.3,18.4,39.1,20.4,22.1,389.6
39.3,19.6,32.8,31.4,22.3,326.5
37.8,6.1,26.2,23.4,16.6,243.9
37.3,13.6,37.6,25,19.7,375.3
35.2,6.4,28.5,22.3,19,253.4
41.4,18.6,40.1,34.6,22.9,322.3
27.8,10.8,29.3,21.7,19.4,344.4
32.6,6.9,21.7,15.3,14.3,204.1
42,16.6,37.7,30.9,19.6,330.7
36,11,42.2,28.1,20.3,443.6
37.6,13.4,28.4,28,20,300.5
41.8,9.1,33.5,26.9,20.3,386.5
38.8,9.5,33.4,27,21.3,327.3
32.4,10.5,39.2,24.9,18.7,331.4
39.3,10.1,31.6,23.9,21.8,369.5
38.4,21.2,38.2,33.7,24.7,441.2
38.1,14.2,38.8,36.7,29.1,444.5
39.8,13.1,37.7,24,21.8,361
37.5,9.7,37.1,22.7,20.4,377.4
39,15.8,38.6,28.6,23.2,341.8
38.2,17.4,46.4,27.8,25.8,432.8
38.1,8.6,27.4,28.7,21.2,383.5
39.7,13.5,35,26.2,21.2,325.5
40.1,17,24.2,31.8,25,362.6
34.4,8.6,34.8,20.8,17,242.2
38.8,16,28.5,37.9,23.5,371.7
32,8.5,27.3,15.4,14.6,225.8
41,9.5,47,23.6,22,355.1
41.9,14.9,40.4,32,22.9,371.1
37.5,14.5,39.6,27.9,21.3,386.4
37.6,9.3,32.9,32.6,21.5,368
38.9,9.2,31.4,19.4,16.4,320.6
36.8,7.6,34.9,21.8,17.1,238.6
37.4,12.5,42.3,33.6,31.3,332.3
36.4,3.9,29.8,24.5,17.8,270.8
37.8,8,36.2,24.1,18.5,349.4
36.2,7.8,22.6,33.3,17.7,280.9
37.5,5.5,34.1,22.5,18.8,236.1
35.1,7.9,31.4,19.4,15.8,258.5
31.7,8.1,33.1,19.4,17.7,231.4
40.2,10.9,32.1,24.8,16.8,287
35.5,10.7,36.3,23.4,17,295.1
39.4,4.8,33.2,21.3,18.9,249.8
35.3,11.6,37.7,22.1,20.2,292
39.4,6.9,33.9,30.3,19.4,323.4
40.2,7.4,27.9,21.3,18.5,238.1
37.6,8.3,41.6,28.7,16.5,299.2
39.2,6.5,29.6,20.5,17.1,291
29.5,9.7,32.1,22.4,18.1,307.6
41.4,10.8,30.1,28.1,18.5,279.1
39.5,10.9,35.2,18.7,17.1,284.8
38.4,7.9,29.1,20.2,20.3,266.2
39.8,5.5,37.6,24.4,20.7,244.4
41,5.1,32.5,21.9,18.5,260.2
39.7,7.3,33.8,25.8,18.5,208.9
36.9,7.8,34.1,29.4,19.2,282.3
40.5,5.8,25.3,28.2,18.1,335.9
30.5,7.7,33.4,25.9,21.1,326.3
38.8,8.2,34.2,25.8,18.1,341.5
37,10,35.4,21.4,17.9,264.3
32.2,8.2,32.4,21.1,18.5,283.2
31.5,12.7,38.8,29.7,22.6,545
39.2,7.4,41.7,27.6,17.2,322.1
37.9,6,30.7,27.6,18.6,263.3
37.2,10.3,40.5,27.2,19.2,266.7
38,10.7,40.4,24.5,19.1,306.9
36.4,10.2,33.6,26.6,18.4,316.1
38.4,10.9,32.6,21.4,18.8,277.2
37.5,6.6,30.1,26.4,18.6,270.1
33.4,8.4,36.8,26,17.8,290.5
35.1,15.8,45.3,32.1,32.9,496.1
37.4,9,33.9,28.8,18,275.8
42.2,6.3,35.9,35.2,19.5,253.9
32.7,24.1,35.9,34.7,36.6,517.4
38.1,4.2,28.1,17.7,17,271.5
32.5,6.7,36.4,20.8,20.1,266.2
37.1,11.7,40,30.3,16,261
35.5,7.3,32.7,23.1,18.8,278.7
39.7,8.4,30.7,33.4,19.3,305.7
35.9,11.1,39.1,17.6,17.2,262
37.4,7.7,34.7,24.6,19.5,306.2
31.8,9.2,34.5,25.4,18.3,254.9
39.6,7.7,34.4,20.4,17.7,284.1
29.5,9.7,38,24.1,20.2,335.9
38.2,14.3,35.9,36,29.1,424.5
35.8,11.7,35.8,25.6,23.2,415
36.5,11,35.8,30,21.9,376.8
37.8,12,37.4,28.6,26.2,433.6
30.6,11.9,35.3,23.3,21.8,357.1
35.6,8.7,34.7,28.5,21.7,418.7
37.7,13,34.9,29,22.5,458.3
38.2,10.2,31.6,29.5,23.7,397.9
34,10.9,32.1,22.6,20.6,327.1
39.6,12.1,41,30.8,23.6,397
36.3,10.2,35.7,33.4,22.5,356.7
37.6,11.7,36.6,28.1,24.6,403.2
35.2,11.3,38.1,27.6,21.8,323.9
35.9,8.7,35.7,26.1,22.8,392.6
38.2,14.5,36,28.7,25.8,389.4
37.9,9.8,38.2,30,25.8,389.9
37.6,9.1,33.6,29.3,23.6,405.9
33.3,9.4,31.7,23.6,20,398.6
36.9,11.1,37.4,29.1,22.7,422.7
35.8,11.5,38.7,31.4,21.8,331.4
31.6,8.1,29.1,17.2,15.2,293.2
37.3,10.4,33.9,27.1,20.7,375.4
34.1,11.7,36.7,24.8,20.8,347.1
36.8,11.7,35.6,33.2,26.5,508.2
30.3,10.1,30.2,22.5,19.3,339
35.5,7.2,32.2,24.9,20.7,356.9
39.3,16.2,40.7,30.6,25.2,416.2
36.4,7.6,25.5,15.5,17.3,268.4
33.1,11,30.6,21.1,17.6,325
38,10.2,35.6,29.5,25.5,423.7
33.5,10.8,30.2,22.6,19.5,348.1
33.9,9.8,35.9,25.5,19.4,327.4
34.9,14,37.6,35.2,23.4,404.7
39.4,11.3,37,26,25.2,441.3
36.1,9.7,34,25.8,21,372.3
37.5,11.5,35,28.8,26.1,365.8
36.9,13.1,39.9,32.8,25.2,394.8
35.4,6.7,26.8,22.3,28.1,366.8
36.3,9.3,40.9,25.1,25.1,391.3
38.8,16.7,42.9,33.4,26.5,463.8
39,12.4,38.2,34.4,24.7,479
35.6,9.9,33.1,24.7,21.4,371.4
35.1,8.6,27.4,20.6,20,360.2
38.5,16.6,40.5,35.4,25.9,439.9
35,10,33,22.6,20.2,341.7
36.4,5.9,38.6,29.9,24.2,406.6
35.8,13.2,35.4,24.6,19.6,308.3
35.7,11.2,36.9,26.5,23.1,434.5
35.2,11.7,32.9,26.3,23.5,367.5
37.1,11.6,33.1,30.5,21.6,454.2
36.7,10.3,38.5,29.1,25.4,401.8
34.7,8.4,27,20.6,17.2,301.3
39.1,15.9,40.7,38.3,26.9,412
34.8,9.4,34.1,26,21.2,530.7
36.7,10.6,35.7,23.9,21.1,389.9
39.6,11.8,35.9,29.4,24.9,353.3
34.5,11.2,35.5,25.7,21,372.3
39.8,14.3,35.3,26.5,26.3,331.4
36.8,15.5,38.8,30.6,24.5,360.9
37.9,11.5,37.2,31,24.4,368.3
41.6,9.5,39.5,30.3,23.5,257.6
39.2,9.1,39.1,25.8,19.2,370.5
37,10.6,40,27.8,22.8,327.9
35.7,8.2,38.8,33.4,27.4,468.1
34.1,15.3,34.6,27.6,23.2,399.8
38.1,16.7,42.3,32,26.6,464.7
32.6,9.7,27.9,24.1,19.8,408.1
37.9,7.9,36.1,23.9,23,373
34.2,7.9,37.3,21.2,18.3,354.6
36.8,11.9,35.6,30.3,24.4,393.9
37.3,13.3,38.5,30.8,25.8,387
35.5,11.5,34.5,25.5,22.4,365.5
37.3,13.5,38.4,32.8,28.3,499.8
35.4,11.2,38,26.5,23.6,455.5
35.1,8.8,33.8,25.4,23.2,369.4
36.1,11.2,36.6,26.6,22.7,351.1
35.3,10.1,31.3,25.2,22.4,360.6
36.1,11.2,39.1,26.4,25.2,417.1
36.8,8.3,34.6,24.5,23.2,368.5
31.2,8.3,34.5,23.1,19.7,350.4
37.4,13.4,40.5,27,22.6,357.5
39,10,41.6,32.3,30.2,397.2
33.1,9.4,27.5,20.6,16.3,310.1
39.2,11.9,35.9,28.1,23.6,311.7
34.7,12.5,32.5,22.3,21.4,365.4
36.9,9.1,37.5,25.6,23.2,360.5
31.8,12.2,35,23,19.1,388.8
36.1,12.6,34.3,22.2,22.7,391
41,18,43.3,20.6,31.1,576.2
40.4,7.1,39.9,28.9,20.5,419.8
41.4,9.7,31.5,29,25.1,504.1
41,10.4,32,23.4,18.9,452.4
37.5,12.6,34.3,25.7,21.3,465.9
41.9,11.3,35,29.8,21.9,437.6
39.4,11.1,33,29.2,23.5,422.1
38.3,13.3,43,30.6,24.5,466.8
35.2,10.8,35.3,24.2,18.6,346.8
38.8,10.9,36.2,36,21.9,472.5
37.9,17.6,42.6,31.7,24.8,499.7
43.9,17.1,33.6,41,26.9,524.2
43.9,9,27.1,25.6,19.1,356.6
35.2,9.9,35.5,21.5,17.3,346.7
41.7,9.7,28.7,25.6,25.2,615.8
34.9,11.8,32.9,27.8,21.2,398.8
41.2,9.9,33.2,36.3,23,401
41.6,12.6,32.8,33.6,25.5,539.4
37.3,10.2,35,24.4,22.5,477.2
35.2,9.7,39.4,30.6,19.9,463.9
43.6,11.7,32.3,30.5,22.9,472.8
41,9.4,33.3,26.6,21.1,463.9
42.5,6.5,35.3,21.2,21.7,420.6
37.5,9.1,35.6,28.6,20.2,426.2
39.8,15.3,32.3,31.1,25.1,479.7
39.4,9.8,33.8,28.2,20.5,409.2
40.3,8.6,29.8,24.8,18.5,414.2
39.1,6.8,25.7,27.1,24.5,459
40.8,11.7,26.6,16.4,20,434.8
40.4,4.3,24.6,25.9,19.4,455.1
42,7.1,30.2,27.7,25.5,606.7
40.8,13.9,36.4,34.2,26.6,567.7
36.9,7.6,38,23.2,19.7,433.9
42.9,10.1,42.4,24.4,24.1,473.1
40.6,13.1,39,24.1,24.3,412.1
40.2,10.1,40.3,30.3,21.9,451.4
38.9,12.9,37.4,32.3,20,375.5
43.2,16,33.4,26.6,22.8,483.7
42.3,10.7,37,31.8,23.3,452
41.9,13,39.8,33.9,26.4,551.2
41,11.7,38.4,28.3,22.3,446.1
38.4,12,33.9,25.1,18.9,374.3
40.1,11.5,26.9,29.1,22,396.4
37.4,10.5,36,30.3,19.2,403.7
42.2,12.8,38.5,36.8,25.9,519.1
43.4,13.4,33.9,32.4,24.5,610.4
41.4,10.6,43.3,27.8,19.8,443.2
42.6,13.3,42.7,23.9,22.2,406.7
40.9,11.7,37.9,30.6,25.3,495.4
41.2,11.1,33.2,29.2,22.3,483.6
40.3,13.9,40.5,28.6,25,658
40.3,13.5,39,25.9,20.4,408.2
40.7,27.9,42.7,32.2,24.5,471.4
41.2,13.5,58.9,42.3,27.8,563.7
36.6,10.8,32.6,25.5,18.4,424.4
39.7,10,34.9,31.1,24.7,579.1
40.7,7,36.9,23.8,23,397.5
39.7,12.5,37.3,26.9,26.1,587.3
41.7,21.7,41.9,32.8,23.5,512.7
32.4,10.9,32.7,21.6,19.1,393.3
43.2,11,34.6,25.6,25.4,594.7
38.7,12.4,35.3,31.1,21.9,481.4
38.4,14.7,36.5,29.9,23.7,481.3
43.1,7.3,31.3,34.6,24.9,538
41.8,8.9,29.7,23.6,21.2,435.1
37.9,10.2,35.5,27,20.8,466.2
40.5,13.4,33.4,30.9,24.9,568.4
41.5,11.1,34.3,33.8,27.3,562.8
41.2,12.7,37.3,27.7,21,481.2
36,9.3,30.3,29.3,20.4,494.6
41.8,19.1,46.3,42.8,22.4,431.5
36.5,10.1,30.5,26,18.8,473.4
38.8,16.9,37.5,28.3,21.6,411.5
39.5,13.6,35.8,29,19.9,492.5
40.4,7.9,34.2,28.4,20.4,475.2
35.6,9.5,40,33.5,17.9,450.2
37.4,10.5,31.6,31.1,21.2,467.3
30,5.5,21.7,13.8,13.2,223.2
32.4,7.9,27.6,15.1,16.3,229.3
36.9,7.1,31.6,19.4,17.1,267.1
35.8,10.9,33.6,21.4,19.8,283.3
39.1,10.6,38.6,23,19.8,335.4
39,10.6,32.6,20.7,19.1,242
41.1,7.9,36.7,23.5,16.7,343.7
34.4,6.9,25.4,14.4,15.7,232.8
38.7,9.6,33.8,19,20,272
39.8,9.5,31.6,23.6,17.1,250
33.8,8,29.4,18.4,16.7,249.2
36,8.9,26.7,14.8,19.4,236.7
36.3,16.9,36.9,24.3,20.8,279.8
39.1,9.3,32.2,20,20.7,256.5
36.5,9.5,30.1,21.8,20.3,299.8
39.5,7.6,36.5,20.4,20.6,289.8
34.4,8.4,28.5,15.7,16.2,259.8
38.8,8.5,36.6,22.2,17.7,254.2
35.1,8.5,34.5,20.7,18.1,317.6
33.2,10.1,34.8,17.9,17.8,239.6
30.7,8,23.9,14.2,16.4,259.7
33.3,10.1,35.2,18.1,16.7,225.5
37.9,6,34.9,25.9,17.5,269.3
38.3,6.2,38.4,25.9,17.2,239.1
35.5,6.9,28.1,22.2,18.6,252.1
28.2,8.1,28.8,14.2,13.3,215
41.9,10.4,26,22.8,18.3,279.1
33,11,34.7,22.8,16.9,267.8
40,5.3,23,17.9,17.9,288.9
38,12.4,31.7,24.4,19.5,294
36.1,8.5,40,22.4,21.1,352.6
37.9,9.7,30.3,22.9,19,327
35.9,13.3,36.9,19.2,19.9,272.7
34.2,11.9,35.4,23.9,20.3,271.5
35.6,10,40.2,18.2,18.2,289.8
38.9,10.2,26.6,20.9,16.9,288.7
35.5,9.1,30.7,20.8,18.4,339
34,7.8,28,18.5,17.6,371
38.1,12.5,43.5,32.1,21.7,351.8
36.8,9.7,35.8,22.2,19.2,384.7
38.1,9.5,30.4,24.7,21.7,341.6
35.2,9,33.9,21.5,18.9,328.3
35.7,8.6,32.2,23.2,22,440.1
37.3,13.4,40,30.2,20.9,359.5
35,9.4,27.7,16.5,15.3,262
34.8,8.1,32.8,16.6,16.9,340.5
37.2,13,28.9,24.6,21,359.1
40.3,6.9,25,20.6,21.2,353.2
37.4,7.3,33.3,22.2,21.3,334.1
29.2,8,24.1,18.3,16.8,287.4
33.6,7.7,21.6,13.4,14.3,282.2
36.3,8.2,32.4,22.1,21.4,370.4
36.8,13.9,42.8,28.2,22.5,357.7
34.8,7.9,38.9,16.5,20.9,386.7
35.1,12.4,36.1,32.7,19.6,346.9
37,13.7,39.3,20.3,21.9,366.8
35,9.8,26.2,19,16.7,327.7
35,9.1,33,22.7,19.4,333.7
32.3,8.3,26.8,17.3,17,320
38.5,11.3,31.8,18.8,20.1,337.7
36.4,8.2,33.1,22.6,19.8,321
37.5,10.7,36.6,26.3,22.2,453.1
36.3,8.8,29.3,20,24.2,349.4
36.2,10.9,32.9,23.9,19.9,307.4
38,13,26.6,22.6,22.3,357.7
35.6,18.9,35.4,29,22.1,432.1
36,19.7,32.1,24.6,21.1,292.2
35.3,8.7,27.4,22.1,20.6,346.9
37.9,13,33.7,30,22.3,341
37.9,18.2,30,17,22.7,337.3
36.5,9,28.9,21.9,19.9,420
33.5,9.3,32.9,20.2,18.5,283.7
37.5,13.3,37.1,28.6,20.8,409.4
35.6,10.4,37.5,21.6,19.3,365.3
33.5,8.7,31,16.3,17.8,285.3
36,10,32.7,27.4,20.2,391.3
34.2,8.7,38.9,20.3,20.6,312
37.5,8.5,35.4,19.6,22,395.9
36.5,8.6,36.7,22.6,20.7,409.3
38.3,12.2,35.1,21,23,309.2
34.3,8.8,32.7,23.3,19.1,358.4
33.3,6.6,25.3,17.5,13.6,284.3
35.9,6.6,32.5,30.5,18.7,278.6
33.3,9,31,26.2,17.6,297.6
37.7,10.3,39.1,26.4,21.8,399.1
36.6,6.3,29.3,21.8,21.7,326.7
31.6,11.1,28.9,23.3,21.6,397.1
37.5,7.8,29,26,17.2,294.1
39.5,9.1,33.6,21.8,21.8,285.4
37.1,11.8,36.7,23.2,21.6,477.3
35.8,10.9,35.2,22.2,21.1,308.5
37.3,10.9,40.4,28.7,22.1,356.5
39.7,10.8,28.2,23.4,20.8,363
39.4,10.6,36,27.6,21,334.6
37.3,10,34.3,22.1,21.6,323.9
33.9,7.5,29.8,19.3,18.9,264.5
38.2,11.7,36,24,22.3,394.8
38.5,8.1,33.9,18.3,20.4,330.1
36.5,11.4,38.3,21.1,18.1,331
38.3,8.7,29.7,24.1,19.7,374.8
37.3,9,30,20.3,17.9,348.8
36.7,10.3,31.3,28.7,21.1,399.3
34.6,10.7,30.3,19.9,19.9,280.2
32.9,6,22.9,18.1,13.2,277.2
33.4,9.2,30,22,17.8,321.7
31.9,6.7,24.9,18.1,13.7,230.9
32.5,9.7,29.3,24.8,17.2,321.3
33.5,7,25,17.5,14.5,287.2
41.2,13.6,36.3,25.9,20.8,338.5
40.1,11.2,37.1,27.3,18.1,338.3
39.9,19.5,36.8,29.1,24.8,429.8
37.9,13.4,35.4,27.3,19.1,380.5
39.9,18,40.2,35.7,19.9,385
40.8,15.3,40.9,30.1,21.8,383.2
38.6,6.4,25.4,16.3,14.5,186.9
41.4,11.7,45.1,33.5,18.7,325.2
39.6,14.1,44.4,36.4,22.2,510.8
40.5,13.8,42.7,33,23.1,410.6
40.5,14.8,40.6,34.8,21.3,452.7
40,16.5,38,31.7,19.4,312.7
41.6,17,45.6,34.2,21.6,398.1
36.7,9.8,29.3,23.3,16.6,289.5
37.4,10.8,36.7,27,20.2,324.8
38.7,15.7,39.7,36.2,22.4,355.9
40.1,15.7,36.8,24.2,22.5,291
39.1,12.3,32.7,24.2,17.7,323.1
39.7,13.4,36.2,30.3,22.6,332.3
36.8,10.6,31.5,23.3,18.6,308.6
45.3,13.3,38.7,27.9,18.9,284.3
39.9,12.6,35.6,31,20,325.5
42,11.2,33.9,20.9,18.9,343.3
39.5,14.8,41.9,28,19.9,320
35.7,10.7,30.3,21.5,18.4,393.3
31.5,11.7,34,23.3,16.3,336.9
40.2,15.2,38.7,31,20.1,324.5
37.1,11.1,34.7,27.2,19,338.7
41.1,13.2,46.7,31.4,21.6,428.2
36.9,10.5,31.5,22.8,18.1,263
35.2,12.8,37.6,24.2,17.1,257.8
33.6,10.3,28.4,19.6,14.1,254.6
40.5,14.5,37.2,32.5,23.6,487.8
41.1,14.5,41.5,29.9,21.5,331.4
42.5,15.1,36.5,30.6,20,558.8
40.8,16.3,41.1,31.7,25.8,478
35.3,10.4,33.3,23.4,16.9,272.6
39.9,14.6,39.5,31.2,19.6,424.8
40.9,14.1,38,26.1,17.2,323.5
40.8,10.7,33.2,24.7,18.1,323.5
38.8,13.7,37.3,25.9,19.6,313.6
40.2,15.4,40.3,35.4,23.4,527.8
42,17.5,40.8,33.7,21.6,490.9
40.9,15.3,42,34.2,24.6,656.8
37.4,13.1,40.3,28.3,20.1,309.9
42.3,19.6,45.7,33,20.3,311.3
32.3,20,31.4,19.4,16.9,319.8
32.9,7.8,36.5,18.5,19.7,317.2
31.5,14.3,41.7,24.4,31,404.6
31.4,7.2,40.2,22.4,19.8,311.1
24.1,8.1,30.2,16.4,15,285.7
31.8,6.4,34.6,24.7,19.3,327
29.2,19.1,50.1,27.6,38.2,678.8
32.5,7.2,40.9,16.2,23.6,320.6
23.9,11.6,32,21.2,15.8,330.7
35.5,12.9,32.9,23.7,16,276.8
30.5,9.7,29.6,22.6,17.8,302.5
33.8,8.9,28.3,21.4,16.8,307.4
35.7,9.9,38.9,20.7,18.2,382.8
35.2,5.8,27.3,28.3,18.8,351.2
35.1,7.1,28.8,25.3,19.6,281.1
32.9,5.8,37.7,21.5,16,324.9
30.8,4.7,25,16.6,17.6,313.1
29.5,10.9,31.8,21.6,16.8,217.6
33.5,8.6,34.2,17.4,16.9,306.2
34,4.1,22.2,18.8,17.5,292.2
32.4,14.4,39.5,28.4,29.9,319
33.8,15,24.3,22.9,16.9,395.7
34.2,9.1,26.8,21.6,16.8,294.2
33.2,9.5,29.7,25.4,16.6,285.7
33.4,5.6,32.3,22.3,16.8,280
32.1,7.2,26.3,16.5,17.1,267.3
27.5,8.8,31.2,19.6,15.1,231.5
32,11.9,37.5,28.6,24.2,374.9
31.9,9.7,35,20.9,17.4,392.8
29.3,7.7,28.8,20,17.8,282.2
32.5,11.9,40.5,28.7,31.7,372.3
33.7,6.9,29.4,17.5,17.6,318
27.8,8.2,31.1,20.7,17.3,328.6
32.3,8.4,39.1,27,19.3,326.6
31.7,8.2,28.9,20.8,18.2,305
31.9,15.3,31.3,32.1,18,325.6
27,20.1,39.9,26.9,41.8,81.1
31.1,9.7,25.9,23.2,15.2,144.8
28.2,17.2,40.2,26,40.9,394.6
33.9,8.8,36.4,22.2,19.8,318.5
31.8,8.2,38.1,20.3,17,402.5
31.8,7.2,33.7,15.8,16,231.1
31.5,8.4,36.1,18.6,18.9,326.8
31.1,10.7,35,21.4,17.5,279.6
32.5,9.3,32.7,20.6,21.2,280.1
35.2,5,28.5,18.6,15.3,349.9
32.9,9.4,33.3,25.7,19.3,302.7
30,8.7,34.2,22,19,287.4
32.4,19.1,45,27.2,34.2,470.3
35,8.1,38.7,25.3,19.2,324.8
33.2,8.3,40.5,19.9,17.3,280.2
29,18.7,42.3,30.3,31.8,420.6
32.5,6.7,31.5,28.8,16.7,282.9
33.6,6.4,40,24.7,15.9,282.9
32.7,5.6,25.1,18.7,17.9,305.9
30.5,9.1,34,20.6,17.5,288.3
32.1,5.9,41.2,23,18.5,307.1
35.7,12,27.8,25,17.9,289.4
32.2,11.2,26.7,20.9,17,247.5
34.6,7.7,30.4,20.2,16.9,267.8
34.6,6.1,31.3,28.1,15.6,277.8
33.3,14.5,41.1,37.1,22.5,337.5
31.8,7.5,39.8,21.9,17.7,303.6
32.7,10.4,27.4,20.2,15.6,222.7
33.2,6,29.6,20,18.2,318.6
31.1,18.8,52,27.1,33.7,259.4
43.8,8.1,32.9,23.5,27.7,476.6
40.6,9.3,33.6,31.5,23.9,641.3
38.1,15.4,34.6,24.5,23.6,440.4
40.2,14.7,46.1,38.1,26.2,600.8
43.3,13,33.6,33.2,25.3,491.8
38.3,12.1,27.5,20.7,24.7,486.4
38.8,13.2,37.9,37.4,25.5,638.5
39.9,11.8,44,30.8,21.8,392.4
39.5,17.1,41.2,31.2,25,548
39.9,18.9,35.5,32.2,28.9,459.6
42.8,11.8,34.6,34.8,26.4,579.4
39.4,15,47.3,29.4,25.7,447.3
40.1,17.1,38.3,32.3,27.1,492.7
41.8,15.5,34.2,31.9,25,529.2
39.6,13.3,37.6,25.4,26.4,446.9
41.9,8.4,25.6,26.3,27.1,470.8
